
====================================================================================================
PART 6 - FRESH PE REVERSAL / ANTI-CHASE RESEARCH
SETUP: P4_BREAK_LOW_EMA_BEAR
ENTRY: NEXT-CANDLE BEARISH CONFIRMATION CLOSE
HORIZON: 5 CANDLES
ANTI-CHASE: SIGNAL OPEN -> CONFIRMATION CLOSE EXTENSION
EXTENSION FILTERS: (None, 0.05, 0.1, 0.15, 0.2)
TARGETS: (0.08, 0.1, 0.12, 0.15)
STOPS: (0.1, 0.15, 0.2)
====================================================================================================
CANDLES: 7951
RAW SETUP SIGNALS: 283
NEXT-CANDLE CONFIRMED: 144
EXTENSION AVG: 0.1642 %
EXTENSION MEDIAN: 0.1479 %
EXTENSION MAX: 0.6163 %

====================================================================================================
PART 6 FINAL ANTI-CHASE RESULTS
====================================================================================================
MAX_EXT_0.1 | LATE | TARGET 0.15 % | SL 0.2 % | TRADES 3 | WINS 1 | LOSSES 0 | TIME_EXIT 2 | TIME_POS 2 | TIME_NEG 0 | WIN_RATE 33.33 % | AVG_PNL 0.0741 % | TOTAL_PNL 0.2223 % | PF inf | AVG_EXT 0.0936 %
MAX_EXT_0.1 | LATE | TARGET 0.15 % | SL 0.15 % | TRADES 3 | WINS 1 | LOSSES 0 | TIME_EXIT 2 | TIME_POS 2 | TIME_NEG 0 | WIN_RATE 33.33 % | AVG_PNL 0.0741 % | TOTAL_PNL 0.2223 % | PF inf | AVG_EXT 0.0936 %
MAX_EXT_0.1 | LATE | TARGET 0.15 % | SL 0.1 % | TRADES 3 | WINS 1 | LOSSES 0 | TIME_EXIT 2 | TIME_POS 2 | TIME_NEG 0 | WIN_RATE 33.33 % | AVG_PNL 0.0741 % | TOTAL_PNL 0.2223 % | PF inf | AVG_EXT 0.0936 %
MAX_EXT_0.1 | LATE | TARGET 0.1 % | SL 0.2 % | TRADES 3 | WINS 2 | LOSSES 0 | TIME_EXIT 1 | TIME_POS 1 | TIME_NEG 0 | WIN_RATE 66.67 % | AVG_PNL 0.0708 % | TOTAL_PNL 0.2124 % | PF inf | AVG_EXT 0.0936 %
MAX_EXT_0.1 | LATE | TARGET 0.1 % | SL 0.15 % | TRADES 3 | WINS 2 | LOSSES 0 | TIME_EXIT 1 | TIME_POS 1 | TIME_NEG 0 | WIN_RATE 66.67 % | AVG_PNL 0.0708 % | TOTAL_PNL 0.2124 % | PF inf | AVG_EXT 0.0936 %
MAX_EXT_0.1 | LATE | TARGET 0.1 % | SL 0.1 % | TRADES 3 | WINS 2 | LOSSES 0 | TIME_EXIT 1 | TIME_POS 1 | TIME_NEG 0 | WIN_RATE 66.67 % | AVG_PNL 0.0708 % | TOTAL_PNL 0.2124 % | PF inf | AVG_EXT 0.0936 %
MAX_EXT_0.1 | LATE | TARGET 0.12 % | SL 0.2 % | TRADES 3 | WINS 1 | LOSSES 0 | TIME_EXIT 2 | TIME_POS 2 | TIME_NEG 0 | WIN_RATE 33.33 % | AVG_PNL 0.0641 % | TOTAL_PNL 0.1923 % | PF inf | AVG_EXT 0.0936 %
MAX_EXT_0.1 | LATE | TARGET 0.12 % | SL 0.15 % | TRADES 3 | WINS 1 | LOSSES 0 | TIME_EXIT 2 | TIME_POS 2 | TIME_NEG 0 | WIN_RATE 33.33 % | AVG_PNL 0.0641 % | TOTAL_PNL 0.1923 % | PF inf | AVG_EXT 0.0936 %
MAX_EXT_0.1 | LATE | TARGET 0.12 % | SL 0.1 % | TRADES 3 | WINS 1 | LOSSES 0 | TIME_EXIT 2 | TIME_POS 2 | TIME_NEG 0 | WIN_RATE 33.33 % | AVG_PNL 0.0641 % | TOTAL_PNL 0.1923 % | PF inf | AVG_EXT 0.0936 %
MAX_EXT_0.1 | LATE | TARGET 0.08 % | SL 0.2 % | TRADES 3 | WINS 2 | LOSSES 0 | TIME_EXIT 1 | TIME_POS 1 | TIME_NEG 0 | WIN_RATE 66.67 % | AVG_PNL 0.0575 % | TOTAL_PNL 0.1724 % | PF inf | AVG_EXT 0.0936 %
MAX_EXT_0.1 | LATE | TARGET 0.08 % | SL 0.15 % | TRADES 3 | WINS 2 | LOSSES 0 | TIME_EXIT 1 | TIME_POS 1 | TIME_NEG 0 | WIN_RATE 66.67 % | AVG_PNL 0.0575 % | TOTAL_PNL 0.1724 % | PF inf | AVG_EXT 0.0936 %
MAX_EXT_0.1 | LATE | TARGET 0.08 % | SL 0.1 % | TRADES 3 | WINS 2 | LOSSES 0 | TIME_EXIT 1 | TIME_POS 1 | TIME_NEG 0 | WIN_RATE 66.67 % | AVG_PNL 0.0575 % | TOTAL_PNL 0.1724 % | PF inf | AVG_EXT 0.0936 %
MAX_EXT_0.2 | LATE | TARGET 0.1 % | SL 0.1 % | TRADES 16 | WINS 9 | LOSSES 2 | TIME_EXIT 5 | TIME_POS 4 | TIME_NEG 1 | WIN_RATE 56.25 % | AVG_PNL 0.0487 % | TOTAL_PNL 0.7789 % | PF 4.497 | AVG_EXT 0.1288 %
MAX_EXT_0.2 | LATE | TARGET 0.15 % | SL 0.1 % | TRADES 16 | WINS 5 | LOSSES 2 | TIME_EXIT 9 | TIME_POS 7 | TIME_NEG 2 | WIN_RATE 31.25 % | AVG_PNL 0.0519 % | TOTAL_PNL 0.83 % | PF 4.209 | AVG_EXT 0.1288 %
MAX_EXT_0.1 | AFTERNOON | TARGET 0.12 % | SL 0.2 % | TRADES 12 | WINS 6 | LOSSES 0 | TIME_EXIT 6 | TIME_POS 2 | TIME_NEG 4 | WIN_RATE 50.0 % | AVG_PNL 0.0549 % | TOTAL_PNL 0.6588 % | PF 4.159 | AVG_EXT 0.0753 %
MAX_EXT_0.2 | LATE | TARGET 0.08 % | SL 0.1 % | TRADES 16 | WINS 11 | LOSSES 2 | TIME_EXIT 3 | TIME_POS 2 | TIME_NEG 1 | WIN_RATE 68.75 % | AVG_PNL 0.0428 % | TOTAL_PNL 0.6847 % | PF 4.074 | AVG_EXT 0.1288 %
